Points:0,Points:1,Points:2,U:0,U:1,U:2,Umag,Vorticity:0,Vorticity:1,Vorticity:2,Q,Qstar
0.1387241781,-1.171719909,0,0.6013753414,-0.06056141481,-1.903396996e-09,0.6044170631,-4.25566693e-09,8.732047085e-09,3.904711246,0.6135897636,2.454359055
0.09259669483,-1.176124334,0,0.6540700197,-0.08114967495,-1.486806456e-09,0.6590848659,-4.887880323e-09,8.36830516e-09,4.042943478,0.7862406969,3.144962788
0.04633103311,-1.178696156,0,0.704338491,-0.1045417637,-1.089754509e-09,0.7120545556,-5.420448534e-09,8.122606587e-09,4.151127815,0.9655108452,3.862043381
-3.98417233e-17,-1.1794312,0,0.7518026829,-0.1305823475,-7.10777659e-10,0.7630589908,-5.847994533e-09,7.939644497e-09,4.225481987,1.14314878,4.572595119
0.860740602,-0.860740602,0,-0.01030169986,-0.04093204066,-1.536046312e-08,0.04220849408,2.043948477e-08,3.625465794e-08,0.2779937088,-0.06169697642,-0.2467879057
0.8264107704,-0.8940416574,0,0.00283936807,-0.03419858217,-1.471564559e-08,0.03431625029,1.652613513e-08,3.53428149e-08,0.4465838075,-0.06766118109,-0.2706447244
0.790784955,-0.9259527922,0,0.01992923208,-0.02797585726,-1.390674953e-08,0.0343485499,1.262728055e-08,3.448164065e-08,0.6312081814,-0.07356247306,-0.2942498922
0.7539194226,-0.9564236999,0,0.04125008732,-0.02216582,-1.296595631e-08,0.04682833843,8.926834383e-09,3.332907994e-08,0.8302999735,-0.08059415221,-0.3223766088
0.7158723474,-0.9854061604,0,0.06704741716,-0.01672643796,-1.193636479e-08,0.06910231454,5.933015856e-09,3.132786475e-08,1.043665409,-0.08933028579,-0.3573211432
0.6767038107,-1.012854457,0,0.09748153389,-0.01172883809,-1.086262813e-08,0.09818459702,3.469589949e-09,2.893781037e-08,1.270829797,-0.0990318954,-0.3961275816
0.6364757419,-1.038725138,0,0.1326310188,-0.007351782639,-9.786382371e-09,0.1328346184,9.921445887e-10,2.635751883e-08,1.51058495,-0.1076884195,-0.4307536781
0.5952515602,-1.062977314,0,0.1724770665,-0.003868822008,-8.741498192e-09,0.1725204517,-7.79200815e-10,2.372939534e-08,1.760670662,-0.1121405363,-0.4485621452
0.5530964732,-1.085572839,0,0.2168813497,-0.001621866832,-7.751578046e-09,0.2168874139,-1.749736134e-09,2.118622433e-08,2.017561913,-0.1085424647,-0.4341698587
0.5100769401,-1.106475949,0,0.2655647397,-0.0009875693358,-6.829846022e-09,0.265566576,-2.678324007e-09,1.882884959e-08,2.276498318,-0.0929228738,-0.3716914952
0.4662609994,-1.125653625,0,0.3180935383,-0.002343052533,-5.981041884e-09,0.3181021675,-3.536716031e-09,1.671595662e-08,2.531750441,-0.06170900911,-0.2468360364
0.4217178226,-1.143075466,0,0.3738788664,-0.006035714876,-5.204052744e-09,0.3739275821,-4.196521353e-09,5.554777083e-09,2.777057648,-0.01214736886,-0.04858947545
0.3765177131,-1.158714175,0,0.4321901798,-0.01235955581,-4.49444304e-09,0.4323668699,-4.707577883e-09,-5.345660803e-09,3.00614357,0.05739030987,0.2295612395
0.3307321072,-1.172544837,0,0.492182225,-0.02153863572,-3.846327701e-09,0.4926532811,-5.168830697e-09,2.629220397e-09,3.213209152,0.1472082585,0.588833034
0.2844332755,-1.184545755,0,0.5529310703,-0.03371727839,-3.253038727e-09,0.5539581423,-5.586760832e-09,1.084385914e-08,3.393362045,0.2561942935,1.024777174
0.2376943678,-1.194697976,0,0.6134752631,-0.04895613343,-2.707338798e-09,0.615425545,-5.919770452e-09,9.977036086e-09,3.542922974,0.3817980886,1.527192354
0.1905892044,-1.202985406,0,0.6728603244,-0.06723237038,-2.201806737e-09,0.6762109196,-6.193350277e-09,9.3260768e-09,3.659567833,0.5201127529,2.080451012
0.09557811916,-1.213916779,0,0.7845717669,-0.1124187037,-1.285106577e-09,0.7925848991,-6.509422779e-09,8.521609196e-09,3.791726112,0.8163172603,3.265269041
0.04782225564,-1.216543317,0,0.8352433443,-0.1389339417,-8.655664518e-10,0.846719602,-6.526883034e-09,8.264669837e-09,3.809796095,0.9623785019,3.849514008
-4.824381038e-17,-1.217270851,0,0.8818930387,-0.167748943,-4.692829458e-10,0.8977054303,-6.435465494e-09,8.025348386e-09,3.794656754,1.097381115,4.38952446
0.8879770637,-0.8879770637,0,0.005270807538,-0.0422206521,-1.677519279e-08,0.04254838277,1.320442511e-08,3.194368858e-08,0.4241792858,-0.08585759997,-0.3434303999
0.8525792956,-0.9223569036,0,0.023298949,-0.03443256766,-1.597334531e-08,0.04157454438,8.646978245e-09,3.248694114e-08,0.6145778298,-0.08943688124,-0.357747525
0.8158413768,-0.9553012252,0,0.04619820416,-0.02747051232,-1.498816893e-08,0.05374851732,4.343069016e-09,3.178244512e-08,0.8209313154,-0.09237764776,-0.369510591
0.7778214812,-0.9867577553,0,0.07416887581,-0.02126530744,-1.386302095e-08,0.0771572125,5.164824124e-10,3.062849174e-08,1.039915085,-0.09603156149,-0.384126246
0.7385798097,-1.016676664,0,0.1073710695,-0.01579067856,-1.265173921e-08,0.1085259973,-2.037672253e-09,2.882705985e-08,1.270154119,-0.1008917838,-0.4035671353
0.6981785893,-1.045010567,0,0.1458447725,-0.01114205737,-1.140864025e-08,0.1462697614,-3.817405059e-09,2.669058219e-08,1.509847641,-0.1058347896,-0.4233391583
0.656681776,-1.07171452,0,0.1895194352,-0.007522190921,-1.018222751e-08,0.1896686576,-6.009527542e-09,2.435110069e-08,1.756342649,-0.1084427834,-0.4337711334
0.6141551733,-1.096746206,0,0.2381956279,-0.005223984364,-9.009683666e-09,0.2382529059,-7.489759035e-09,2.196006754e-08,2.005856276,-0.1052216068,-0.4208864272
0.5706661344,-1.120065928,0,0.2915217876,-0.004597535357,-7.914549904e-09,0.2915580388,-7.873284247e-09,1.965755381e-08,2.253357887,-0.09224577993,-0.3689831197
0.5262835622,-1.141636729,0,0.3489761949,-0.0060099978,-6.907538097e-09,0.3490279425,-8.090793813e-09,1.754669654e-08,2.492769003,-0.06585615128,-0.2634246051
