time,Cm,Cd,Cl,Cl_f,Cl_r,source
142.88,5.1325853e-05,1.14592983,-0.00561639637,-0.00275687233,-0.00285952404,forceCoeffs-old.dat
142.89,5.10213401e-05,1.14593099,-0.00562717309,-0.00276256521,-0.00286460789,forceCoeffs-old.dat
142.9,5.07156398e-05,1.14593228,-0.00563687322,-0.00276772097,-0.00286915225,forceCoeffs-old.dat
142.91,5.04087491e-05,1.14593368,-0.00564760615,-0.00277339433,-0.00287421183,forceCoeffs-old.dat
142.92,5.01006772e-05,1.14593464,-0.00565738821,-0.00277859343,-0.00287879478,forceCoeffs-old.dat
142.93,4.97914238e-05,1.14593586,-0.00566762552,-0.00278402134,-0.00288360418,forceCoeffs-old.dat
142.94,4.94809933e-05,1.14593704,-0.0056778388,-0.0027894384,-0.00288840039,forceCoeffs-old.dat
142.95,4.91693873e-05,1.14593821,-0.00568847793,-0.00279506958,-0.00289340835,forceCoeffs-old.dat
142.96,4.88566166e-05,1.14593945,-0.00569742808,-0.00279985742,-0.00289757066,forceCoeffs-old.dat
142.97,4.85426721e-05,1.14594048,-0.00570849099,-0.00280570282,-0.00290278817,forceCoeffs-old.dat
142.98,4.82275678e-05,1.14594183,-0.00571720266,-0.00281037376,-0.0029068289,forceCoeffs-old.dat
142.99,4.79113037e-05,1.14594312,-0.00572611638,-0.00281514689,-0.00291096949,forceCoeffs-old.dat
143.0,4.7593881e-05,1.14594449,-0.00573520155,-0.00282000689,-0.00291519466,forceCoeffs-old.dat
143.01,4.72752997e-05,1.14594547,-0.00574498994,-0.00282521967,-0.00291977027,forceCoeffs-old.dat
143.02,4.69555695e-05,1.14594669,-0.00575426274,-0.0028301758,-0.00292408694,forceCoeffs-old.dat
143.03,4.66346926e-05,1.14594783,-0.00576337962,-0.00283505512,-0.0029283245,forceCoeffs-old.dat
143.04,4.63126719e-05,1.14594901,-0.00577261578,-0.00283999522,-0.00293262056,forceCoeffs-old.dat
143.05,4.59895108e-05,1.14595005,-0.00578240423,-0.0028452126,-0.00293719162,forceCoeffs-old.dat
143.06,4.56652153e-05,1.14595126,-0.00579127586,-0.00284997272,-0.00294130315,forceCoeffs-old.dat
143.07,4.53397865e-05,1.14595315,-0.00580013871,-0.00285472957,-0.00294540914,forceCoeffs-old.dat
143.08,4.50132233e-05,1.14595463,-0.00580996941,-0.00285997148,-0.00294999793,forceCoeffs-old.dat
143.09,4.46855393e-05,1.14595576,-0.00581828062,-0.00286445477,-0.00295382585,forceCoeffs-old.dat
143.1,4.43567305e-05,1.14595694,-0.00582722315,-0.00286925484,-0.0029579683,forceCoeffs-old.dat
143.11,4.40268033e-05,1.14595835,-0.00583562652,-0.00287378645,-0.00296184006,forceCoeffs-old.dat
143.12,4.36957594e-05,1.14595906,-0.00584404024,-0.00287832436,-0.00296571588,forceCoeffs-old.dat
143.13,4.33636015e-05,1.14596032,-0.00585283203,-0.00288305241,-0.00296977962,forceCoeffs-old.dat
143.14,4.3030335e-05,1.14596187,-0.00586196439,-0.00288795186,-0.00297401253,forceCoeffs-old.dat
143.15,4.26959574e-05,1.1459632,-0.00587112778,-0.00289286793,-0.00297825985,forceCoeffs-old.dat
143.16,4.23604801e-05,1.14596473,-0.00587990402,-0.00289759153,-0.00298231249,forceCoeffs-old.dat
143.17,4.20239061e-05,1.14596602,-0.00588856224,-0.00290225721,-0.00298630502,forceCoeffs-old.dat
143.18,4.16862421e-05,1.14596713,-0.00589586133,-0.00290624442,-0.00298961691,forceCoeffs-old.dat
143.19,4.13474823e-05,1.14596809,-0.00590504467,-0.00291117485,-0.00299386982,forceCoeffs-old.dat
143.2,4.10076336e-05,1.14596938,-0.00591321695,-0.00291560084,-0.00299761611,forceCoeffs-old.dat
143.21,4.06667083e-05,1.14597087,-0.00591930379,-0.00291898519,-0.0030003186,forceCoeffs-old.dat
143.22,4.03246937e-05,1.14597199,-0.0059284741,-0.00292391236,-0.00300456174,forceCoeffs-old.dat
143.23,3.99816115e-05,1.14597333,-0.00593506174,-0.00292754926,-0.00300751248,forceCoeffs-old.dat
143.24,3.96374572e-05,1.14597457,-0.0059420957,-0.00293141039,-0.00301068531,forceCoeffs-old.dat
143.25,3.92922301e-05,1.14597577,-0.00595031557,-0.00293586555,-0.00301445001,forceCoeffs-old.dat
143.26,3.89459412e-05,1.14597708,-0.00595785484,-0.00293998148,-0.00301787336,forceCoeffs-old.dat
143.27,3.85985897e-05,1.14597845,-0.00596470356,-0.00294375319,-0.00302095037,forceCoeffs-old.dat
143.28,3.82501804e-05,1.14597976,-0.00597154106,-0.00294752035,-0.00302402071,forceCoeffs-old.dat
143.29,3.79007246e-05,1.14598099,-0.00597862385,-0.0029514112,-0.00302721265,forceCoeffs-old.dat
143.3,3.75502166e-05,1.14598225,-0.00598647829,-0.00295568893,-0.00303078936,forceCoeffs-old.dat
143.31,3.71986664e-05,1.14598377,-0.00599361535,-0.00295960901,-0.00303400634,forceCoeffs-old.dat
143.32,3.68460764e-05,1.14598474,-0.00600105911,-0.00296368348,-0.00303737563,forceCoeffs-old.dat
143.33,3.64924517e-05,1.14598613,-0.00600765197,-0.00296733353,-0.00304031844,forceCoeffs-old.dat
143.34,3.61377933e-05,1.14598742,-0.00601472566,-0.00297122504,-0.00304350063,forceCoeffs-old.dat
143.35,3.57821029e-05,1.14598861,-0.00602188283,-0.00297515931,-0.00304672352,forceCoeffs-old.dat
143.36,3.54253949e-05,1.14599002,-0.00602754486,-0.00297834703,-0.00304919782,forceCoeffs-old.dat
143.37,3.50676621e-05,1.14599133,-0.00603477796,-0.00298232132,-0.00305245664,forceCoeffs-old.dat
143.38,3.4708916e-05,1.14599268,-0.0060409387,-0.00298576043,-0.00305517826,forceCoeffs-old.dat
143.39,3.43491586e-05,1.14599386,-0.00604698275,-0.00298914221,-0.00305784053,forceCoeffs-old.dat
143.4,3.39883924e-05,1.14599518,-0.00605399828,-0.00299301075,-0.00306098753,forceCoeffs-old.dat
143.41,3.3626625e-05,1.14599657,-0.00606014359,-0.00299644517,-0.00306369842,forceCoeffs-old.dat
143.42,3.32638587e-05,1.14599779,-0.00606622186,-0.00299984707,-0.00306637479,forceCoeffs-old.dat
143.43,3.29000962e-05,1.14599907,-0.00607257789,-0.00300338885,-0.00306918904,forceCoeffs-old.dat
143.44,3.25353434e-05,1.1460004,-0.0060786638,-0.00300679656,-0.00307186724,forceCoeffs-old.dat
143.45,3.21696035e-05,1.14600171,-0.00608494604,-0.00301030341,-0.00307464262,forceCoeffs-old.dat
143.46,3.18028842e-05,1.14600304,-0.00609041626,-0.00301340525,-0.00307701102,forceCoeffs-old.dat
143.47,3.14351872e-05,1.14600436,-0.00609591816,-0.00301652389,-0.00307939427,forceCoeffs-old.dat
143.48,3.10665114e-05,1.14600582,-0.00610249208,-0.00302017953,-0.00308231255,forceCoeffs-old.dat
143.49,3.06968728e-05,1.14600694,-0.00610723397,-0.00302292011,-0.00308431386,forceCoeffs-old.dat
143.5,3.03262677e-05,1.14600829,-0.00611289167,-0.00302611957,-0.00308677211,forceCoeffs-old.dat
143.51,2.99547025e-05,1.14600964,-0.00611853174,-0.00302931117,-0.00308922057,forceCoeffs-old.dat
143.52,2.95821806e-05,1.14601098,-0.00612382783,-0.00303233173,-0.00309149609,forceCoeffs-old.dat
143.53,2.92087079e-05,1.1460123,-0.00612899749,-0.00303529004,-0.00309370745,forceCoeffs-old.dat
143.54,2.8834284e-05,1.14601358,-0.00613556054,-0.00303894598,-0.00309661455,forceCoeffs-old.dat
143.55,2.84589257e-05,1.14601497,-0.00613910039,-0.00304109127,-0.00309800912,forceCoeffs-old.dat
143.56,2.80826252e-05,1.1460163,-0.006143994,-0.00304391438,-0.00310007963,forceCoeffs-old.dat
143.57,2.77053936e-05,1.14601771,-0.00614812191,-0.00304635556,-0.00310176635,forceCoeffs-old.dat
143.58,2.73272305e-05,1.14601905,-0.00615317738,-0.00304926146,-0.00310391592,forceCoeffs-old.dat
143.59,2.69481439e-05,1.14602039,-0.00615784021,-0.00305197196,-0.00310586825,forceCoeffs-old.dat
143.6,2.6568134e-05,1.14602182,-0.00616307569,-0.00305496971,-0.00310810598,forceCoeffs-old.dat
143.61,2.61872168e-05,1.14602319,-0.00616677403,-0.0030571998,-0.00310957423,forceCoeffs-old.dat
143.62,2.58053868e-05,1.14602453,-0.0061714033,-0.00305989626,-0.00311150704,forceCoeffs-old.dat
143.63,2.54226537e-05,1.14602604,-0.0061752292,-0.00306219195,-0.00311303726,forceCoeffs-old.dat
143.64,2.50390182e-05,1.14602719,-0.00617956526,-0.00306474361,-0.00311482165,forceCoeffs-old.dat
143.65,2.46544873e-05,1.14602877,-0.00618358472,-0.00306713787,-0.00311644685,forceCoeffs-old.dat
143.66,2.4269059e-05,1.14603001,-0.00618841192,-0.0030699369,-0.00311847502,forceCoeffs-old.dat
143.67,2.38827469e-05,1.14603135,-0.00619320084,-0.00307271767,-0.00312048317,forceCoeffs-old.dat
143.68,2.34955576e-05,1.14603279,-0.00619703505,-0.00307502197,-0.00312201308,forceCoeffs-old.dat
143.69,2.31074912e-05,1.14603419,-0.00620073064,-0.00307725783,-0.00312347281,forceCoeffs-old.dat
143.7,2.27185517e-05,1.14603555,-0.00620521342,-0.00307988816,-0.00312532526,forceCoeffs-old.dat
143.71,2.23287499e-05,1.14603699,-0.00620752374,-0.00308143312,-0.00312609062,forceCoeffs-old.dat
143.72,2.1938078e-05,1.1460384,-0.00621263425,-0.00308437905,-0.00312825521,forceCoeffs-old.dat
143.73,2.15465493e-05,1.14603992,-0.00621622436,-0.00308656563,-0.00312965873,forceCoeffs-old.dat
143.74,2.11541674e-05,1.1460415,-0.00621952752,-0.00308860959,-0.00313091793,forceCoeffs-old.dat
143.75,2.0760934e-05,1.14604323,-0.00622301201,-0.00309074507,-0.00313226694,forceCoeffs-old.dat
143.76,2.03668699e-05,1.14604349,-0.00622370831,-0.00309148729,-0.00313222103,forceCoeffs-old.dat
143.77,1.99719567e-05,1.14604464,-0.00622704331,-0.0030935497,-0.00313349361,forceCoeffs-old.dat
143.78,1.95762146e-05,1.14604524,-0.00622931785,-0.00309508271,-0.00313423514,forceCoeffs-old.dat
143.79,1.91796415e-05,1.1460472,-0.00623196557,-0.00309680314,-0.00313516243,forceCoeffs-old.dat
143.8,1.87822439e-05,1.14604879,-0.00623474827,-0.00309859189,-0.00313615638,forceCoeffs-old.dat
143.81,1.83840276e-05,1.14605018,-0.00623821504,-0.00310072349,-0.00313749155,forceCoeffs-old.dat
143.82,1.79849997e-05,1.1460517,-0.00624109696,-0.00310256348,-0.00313853348,forceCoeffs-old.dat
143.83,1.75851659e-05,1.14605314,-0.00624362651,-0.00310422809,-0.00313939842,forceCoeffs-old.dat
143.84,1.71845292e-05,1.14605445,-0.00624628386,-0.0031059574,-0.00314032646,forceCoeffs-old.dat
143.85,1.67830949e-05,1.14605589,-0.00624879002,-0.00310761191,-0.0031411781,forceCoeffs-old.dat
143.86,1.63808686e-05,1.14605732,-0.00625109707,-0.00310916767,-0.0031419294,forceCoeffs-old.dat
143.87,1.59778546e-05,1.14605877,-0.00625361194,-0.00311082811,-0.00314278382,forceCoeffs-old.dat
143.88,1.55740564e-05,1.14606045,-0.00625628275,-0.00311256732,-0.00314371543,forceCoeffs-old.dat
143.89,1.51694831e-05,1.14606133,-0.00625823683,-0.00311394893,-0.0031442879,forceCoeffs-old.dat
143.9,1.4764137e-05,1.14606289,-0.00625982458,-0.00311514815,-0.00314467643,forceCoeffs-old.dat
143.91,1.43580202e-05,1.14606423,-0.0062628944,-0.00311708918,-0.00314580522,forceCoeffs-old.dat
143.92,1.39511498e-05,1.14606568,-0.0062645637,-0.0031183307,-0.003146233,forceCoeffs-old.dat
143.93,1.35435328e-05,1.14606713,-0.00626254841,-0.00311773067,-0.00314481774,forceCoeffs-old.dat
143.94,1.31351508e-05,1.14606856,-0.00626393989,-0.00311883479,-0.00314510509,forceCoeffs-old.dat
143.95,1.27260177e-05,1.14606993,-0.00626568328,-0.00312011562,-0.00314556766,forceCoeffs-old.dat
143.96,1.23161413e-05,1.14607135,-0.00626789643,-0.00312163207,-0.00314626436,forceCoeffs-old.dat
143.97,1.19055364e-05,1.14607282,-0.0062686234,-0.00312240616,-0.00314621723,forceCoeffs-old.dat
143.98,1.1494202e-05,1.14607435,-0.00626941405,-0.00312321282,-0.00314620123,forceCoeffs-old.dat
143.99,1.10821438e-05,1.14607576,-0.00627097452,-0.00312440511,-0.0031465694,forceCoeffs-old.dat
144.0,1.06693754e-05,1.14607717,-0.0062708976,-0.00312477943,-0.00314611818,forceCoeffs-old.dat
144.01,1.02558883e-05,1.14607849,-0.00627241431,-0.00312595127,-0.00314646304,forceCoeffs-old.dat
144.02,9.84168698e-06,1.14607986,-0.00627418958,-0.0031272531,-0.00314693648,forceCoeffs-old.dat
144.03,9.42679158e-06,1.14608171,-0.00627339737,-0.00312727189,-0.00314612547,forceCoeffs-old.dat
144.04,9.01119416e-06,1.14608313,-0.00627410225,-0.00312803993,-0.00314606232,forceCoeffs-old.dat
144.05,8.59490188e-06,1.14608451,-0.00627472795,-0.00312876907,-0.00314595888,forceCoeffs-old.dat
144.06,8.17792906e-06,1.14608605,-0.00627488279,-0.00312926347,-0.00314561932,forceCoeffs-old.dat
144.07,7.76027194e-06,1.14608751,-0.00627614244,-0.00313031095,-0.00314583149,forceCoeffs-old.dat
144.08,7.34194419e-06,1.14608932,-0.00627610492,-0.00313071052,-0.0031453944,forceCoeffs-old.dat
144.09,6.92294919e-06,1.14609035,-0.00627616655,-0.00313116033,-0.00314500622,forceCoeffs-old.dat
144.1,6.50328345e-06,1.14609183,-0.00627662173,-0.00313180758,-0.00314481415,forceCoeffs-old.dat
144.11,6.08296195e-06,1.14609314,-0.0062763168,-0.00313207544,-0.00314424136,forceCoeffs-old.dat
144.12,5.66199745e-06,1.14609487,-0.00627392532,-0.00313130066,-0.00314262466,forceCoeffs-old.dat
144.13,5.24037892e-06,1.14609643,-0.00627366773,-0.00313159349,-0.00314207425,forceCoeffs-old.dat
144.14,4.81811793e-06,1.14609809,-0.00627323588,-0.00313179982,-0.00314143606,forceCoeffs-old.dat
144.15,4.39521675e-06,1.14609904,-0.00627348856,-0.00313234906,-0.00314113949,forceCoeffs-old.dat
144.16,3.97168831e-06,1.14610017,-0.00627278093,-0.00313241877,-0.00314036215,forceCoeffs-old.dat
144.17,3.54753502e-06,1.1461015,-0.00627344008,-0.00313317251,-0.00314026758,forceCoeffs-old.dat
144.18,3.12277137e-06,1.14610302,-0.00627152232,-0.00313263839,-0.00313888393,forceCoeffs-old.dat
144.19,2.69738811e-06,1.14610472,-0.00627172435,-0.00313316479,-0.00313855956,forceCoeffs-old.dat
144.2,2.27140189e-06,1.14610609,-0.00627009099,-0.00313277409,-0.0031373169,forceCoeffs-old.dat
144.21,1.84481264e-06,1.14610764,-0.00626894525,-0.00313262781,-0.00313631744,forceCoeffs-old.dat
144.22,1.417622e-06,1.14610876,-0.00626871327,-0.00313293901,-0.00313577426,forceCoeffs-old.dat
144.23,9.89849637e-07,1.14611055,-0.00626620799,-0.00313211414,-0.00313409384,forceCoeffs-old.dat
144.24,5.61492861e-07,1.14611227,-0.00626402701,-0.00313145201,-0.003132575,forceCoeffs-old.dat
144.25,1.32552951e-07,1.14611349,-0.00626286055,-0.00313129772,-0.00313156283,forceCoeffs-old.dat
144.26,-2.96959642e-07,1.14611509,-0.00626132541,-0.00313095967,-0.00313036575,forceCoeffs-old.dat
144.27,-7.27041491e-07,1.14611693,-0.00626109876,-0.00313127642,-0.00312982234,forceCoeffs-old.dat
144.28,-1.15768509e-06,1.14611876,-0.00625929953,-0.00313080745,-0.00312849208,forceCoeffs-old.dat
144.29,-1.58888403e-06,1.14612044,-0.00625822209,-0.00313069993,-0.00312752216,forceCoeffs-old.dat
144.3,-2.02062657e-06,1.14612168,-0.00625645091,-0.00313024608,-0.00312620483,forceCoeffs-old.dat
144.31,-2.45290628e-06,1.14612309,-0.00625360963,-0.00312925772,-0.00312435191,forceCoeffs-old.dat
144.32,-2.88573496e-06,1.14612456,-0.00625229793,-0.0031290347,-0.00312326323,forceCoeffs-old.dat
144.33,-3.31909089e-06,1.14612608,-0.00624908871,-0.00312786345,-0.00312122527,forceCoeffs-old.dat
144.34,-3.75296742e-06,1.14612761,-0.00624459605,-0.00312605099,-0.00311854506,forceCoeffs-old.dat
144.35,-4.18737212e-06,1.14612915,-0.00624219729,-0.00312528602,-0.00311691127,forceCoeffs-old.dat
144.36,-4.62229463e-06,1.14613044,-0.00624012814,-0.00312468637,-0.00311544178,forceCoeffs-old.dat
144.37,-5.05772482e-06,1.1461322,-0.00623784501,-0.00312398023,-0.00311386478,forceCoeffs-old.dat
144.38,-5.49365258e-06,1.14613377,-0.00623462219,-0.00312280475,-0.00311181744,forceCoeffs-old.dat
144.39,-5.93007657e-06,1.14613534,-0.00623184444,-0.00312185229,-0.00310999214,forceCoeffs-old.dat
144.4,-6.36698821e-06,1.14613703,-0.00622853472,-0.00312063435,-0.00310790037,forceCoeffs-old.dat
144.41,-6.80438505e-06,1.14613825,-0.00622571767,-0.00311966322,-0.00310605445,forceCoeffs-old.dat
144.42,-7.24225925e-06,1.14613926,-0.0062226273,-0.00311855591,-0.00310407139,forceCoeffs-old.dat
144.43,-7.68061203e-06,1.14613993,-0.00622138429,-0.00311837276,-0.00310301153,forceCoeffs-old.dat
144.44,-8.11941365e-06,1.1461421,-0.0062162392,-0.00311623901,-0.00310000018,forceCoeffs-old.dat
144.45,-8.55867792e-06,1.1461434,-0.00621246115,-0.00311478925,-0.0030976719,forceCoeffs-old.dat
144.46,-8.99840116e-06,1.14614515,-0.00620950992,-0.00311375336,-0.00309575656,forceCoeffs-old.dat
144.47,-9.43857229e-06,1.14614746,-0.00620615576,-0.00311251645,-0.00309363931,forceCoeffs-old.dat
144.48,-9.87917129e-06,1.14614936,-0.00620045067,-0.0031101045,-0.00309034616,forceCoeffs-old.dat
144.49,-1.03202146e-05,1.14615075,-0.00619699271,-0.00310881657,-0.00308817614,forceCoeffs-old.dat
144.5,-1.07617003e-05,1.14615228,-0.00619575124,-0.00310863732,-0.00308711392,forceCoeffs-old.dat
144.51,-1.1203594e-05,1.14615376,-0.00619083422,-0.0031066207,-0.00308421352,forceCoeffs-old.dat
144.52,-1.16459003e-05,1.14615541,-0.00618629183,-0.00310479182,-0.00308150002,forceCoeffs-old.dat
144.53,-1.20886188e-05,1.14615688,-0.00618241581,-0.00310329652,-0.00307911928,forceCoeffs-old.dat
144.54,-1.25317391e-05,1.14615844,-0.00617768791,-0.00310137569,-0.00307631222,forceCoeffs-old.dat
144.55,-1.29752571e-05,1.14615999,-0.00617292258,-0.00309943655,-0.00307348603,forceCoeffs-old.dat
144.56,-1.34191673e-05,1.14616156,-0.00616837394,-0.00309760614,-0.0030707678,forceCoeffs-old.dat
144.57,-1.38634625e-05,1.14616314,-0.00616369257,-0.00309570975,-0.00306798282,forceCoeffs-old.dat
144.58,-1.43081293e-05,1.14616467,-0.00615824383,-0.00309343004,-0.00306481378,forceCoeffs-old.dat
144.59,-1.47531804e-05,1.14616622,-0.00615551319,-0.00309250977,-0.00306300341,forceCoeffs-old.dat
144.6,-1.51985846e-05,1.14616805,-0.0061488046,-0.00308960089,-0.00305920372,forceCoeffs-old.dat
144.61,-1.56443425e-05,1.14617013,-0.00614135887,-0.00308632378,-0.00305503509,forceCoeffs-old.dat
144.62,-1.6090469e-05,1.14617085,-0.00613830857,-0.00308524475,-0.00305306381,forceCoeffs-old.dat
144.63,-1.65369429e-05,1.14617187,-0.00613376165,-0.00308341777,-0.00305034388,forceCoeffs-old.dat
144.64,-1.6983756e-05,1.14617315,-0.00612904011,-0.00308150381,-0.0030475363,forceCoeffs-old.dat
144.65,-1.74309011e-05,1.14617481,-0.00612374005,-0.00307930093,-0.00304443913,forceCoeffs-old.dat
144.66,-1.78783757e-05,1.14617643,-0.00611831288,-0.00307703481,-0.00304127806,forceCoeffs-old.dat
144.67,-1.83261629e-05,1.14617823,-0.00611183107,-0.0030742417,-0.00303758937,forceCoeffs-old.dat
144.68,-1.87742626e-05,1.14618053,-0.0061046777,-0.00307111311,-0.00303356459,forceCoeffs-old.dat
144.69,-1.92226766e-05,1.14618198,-0.0060990137,-0.00306872953,-0.00303028418,forceCoeffs-old.dat
144.7,-1.96713931e-05,1.14618356,-0.00609278141,-0.0030660621,-0.00302671931,forceCoeffs-old.dat
144.71,-2.01204032e-05,1.14618511,-0.00608723165,-0.00306373623,-0.00302349542,forceCoeffs-old.dat
144.72,-2.05696926e-05,1.14618665,-0.0060800817,-0.00306061054,-0.00301947116,forceCoeffs-old.dat
144.73,-2.10192729e-05,1.14618826,-0.00607423988,-0.00305813922,-0.00301610067,forceCoeffs-old.dat
144.74,-2.14691309e-05,1.14618993,-0.00606819966,-0.00305556896,-0.0030126307,forceCoeffs-old.dat
144.75,-2.19192559e-05,1.14619148,-0.00606163998,-0.00305273925,-0.00300890073,forceCoeffs-old.dat
144.76,-2.23696461e-05,1.14619273,-0.00605564333,-0.00305019131,-0.00300545202,forceCoeffs-old.dat
144.77,-2.28202831e-05,1.14619503,-0.00604738498,-0.00304651277,-0.0030008722,forceCoeffs-old.dat
144.78,-2.32711787e-05,1.14619677,-0.00604234543,-0.00304444389,-0.00299790153,forceCoeffs-old.dat
144.79,-2.37223094e-05,1.1461985,-0.00603544115,-0.00304144288,-0.00299399826,forceCoeffs-old.dat
144.8,-2.41736811e-05,1.14620038,-0.00602907184,-0.0030387096,-0.00299036224,forceCoeffs-old.dat
144.81,-2.4625269e-05,1.14620221,-0.0060191842,-0.00303421737,-0.00298496683,forceCoeffs-old.dat
144.82,-2.50770793e-05,1.14620388,-0.00601087087,-0.00303051252,-0.00298035836,forceCoeffs-old.dat
144.83,-2.55291222e-05,1.14620507,-0.00600493148,-0.00302799486,-0.00297693662,forceCoeffs-old.dat
144.84,-2.59813797e-05,1.146206,-0.00599961593,-0.00302578934,-0.00297382658,forceCoeffs-old.dat
144.85,-2.64338219e-05,1.14620672,-0.00599054662,-0.00302170713,-0.00296883949,forceCoeffs-old.dat
144.86,-2.68864563e-05,1.14620758,-0.0059815796,-0.00301767625,-0.00296390334,forceCoeffs-old.dat
144.87,-2.73392894e-05,1.14620951,-0.00597471037,-0.00301469448,-0.0029600159,forceCoeffs-old.dat
144.88,-2.7792304e-05,1.14621146,-0.0059672743,-0.00301142945,-0.00295584484,forceCoeffs-old.dat
144.89,-2.82454926e-05,1.14621324,-0.00595952838,-0.00300800968,-0.0029515187,forceCoeffs-old.dat
144.9,-2.8698849e-05,1.14621498,-0.0059516718,-0.00300453475,-0.00294713705,forceCoeffs-old.dat
144.91,-2.91523641e-05,1.1462165,-0.00594322347,-0.0030007641,-0.00294245937,forceCoeffs-old.dat
144.92,-2.96060398e-05,1.14621814,-0.0059364583,-0.00299783519,-0.00293862311,forceCoeffs-old.dat
144.93,-3.00598645e-05,1.14621978,-0.00592882154,-0.00299447063,-0.0029343509,forceCoeffs-old.dat
144.94,-3.05138264e-05,1.1462214,-0.00591994661,-0.00299048713,-0.00292945948,forceCoeffs-old.dat
144.95,-3.09679148e-05,1.146223,-0.00590927936,-0.00298560759,-0.00292367176,forceCoeffs-old.dat
144.96,-3.14221346e-05,1.14622536,-0.00589964133,-0.0029812428,-0.00291839853,forceCoeffs-old.dat
144.97,-3.18764804e-05,1.14622672,-0.00589038542,-0.00297706919,-0.00291331623,forceCoeffs-old.dat
144.98,-3.23309373e-05,1.14622912,-0.00588070331,-0.00297268259,-0.00290802072,forceCoeffs-old.dat
144.99,-3.27855082e-05,1.14623058,-0.00587275016,-0.00296916059,-0.00290358957,forceCoeffs-old.dat
145.0,-3.32401736e-05,1.14623236,-0.00586287334,-0.00296467684,-0.00289819649,forceCoeffs-old.dat
145.01,-3.36949258e-05,1.14623396,-0.00585316275,-0.0029602763,-0.00289288645,forceCoeffs-old.dat
145.02,-3.41497726e-05,1.14623564,-0.00584559244,-0.00295694599,-0.00288864645,forceCoeffs-old.dat
145.03,-3.46046904e-05,1.14623755,-0.00583515399,-0.00295218169,-0.00288297231,forceCoeffs-old.dat
145.04,-3.50596837e-05,1.14623953,-0.00582574833,-0.00294793385,-0.00287781448,forceCoeffs-old.dat
145.05,-3.55147427e-05,1.14624077,-0.00581693234,-0.00294398091,-0.00287295143,forceCoeffs-old.dat
145.06,-3.59698633e-05,1.14624208,-0.00580834846,-0.00294014409,-0.00286820436,forceCoeffs-old.dat
145.07,-3.64250333e-05,1.14624249,-0.00579871758,-0.00293578382,-0.00286293375,forceCoeffs-old.dat
145.08,-3.68802448e-05,1.14624438,-0.00578885731,-0.0029313089,-0.00285754841,forceCoeffs-old.dat
145.09,-3.7335491e-05,1.14624625,-0.00577831191,-0.00292649145,-0.00285182046,forceCoeffs-old.dat
145.1,-3.77907707e-05,1.14624806,-0.00576803575,-0.00292180865,-0.00284622711,forceCoeffs-old.dat
145.11,-3.82460756e-05,1.14624983,-0.00575788843,-0.00291719029,-0.00284069814,forceCoeffs-old.dat
145.12,-3.87013988e-05,1.14625169,-0.00574769144,-0.00291254712,-0.00283514432,forceCoeffs-old.dat
145.13,-3.91567319e-05,1.14625332,-0.00573722621,-0.00290776984,-0.00282945637,forceCoeffs-old.dat
145.14,-3.9612067e-05,1.14625467,-0.00572707043,-0.00290314728,-0.00282392315,forceCoeffs-old.dat
145.15,-4.00673908e-05,1.1462561,-0.00571534962,-0.0028977422,-0.00281760742,forceCoeffs-old.dat
145.16,-4.05227116e-05,1.14625773,-0.00570436349,-0.00289270446,-0.00281165903,forceCoeffs-old.dat
145.17,-4.09780226e-05,1.14625944,-0.00569484312,-0.00288839958,-0.00280644354,forceCoeffs-old.dat
145.18,-4.14333029e-05,1.14626234,-0.00568365087,-0.00288325874,-0.00280039213,forceCoeffs-old.dat
145.19,-4.18885581e-05,1.14626451,-0.00567423712,-0.00287900712,-0.00279523,forceCoeffs-old.dat
145.2,-4.2343766e-05,1.14626597,-0.00566270614,-0.00287369684,-0.00278900931,forceCoeffs-old.dat
145.21,-4.27989277e-05,1.14626742,-0.00565143328,-0.00286851557,-0.00278291771,forceCoeffs-old.dat
145.22,-4.32540316e-05,1.14626918,-0.00563869573,-0.0028626019,-0.00277609383,forceCoeffs-old.dat
145.23,-4.37090766e-05,1.14627081,-0.00562629594,-0.00285685704,-0.00276943889,forceCoeffs-old.dat
145.24,-4.41640694e-05,1.14627257,-0.00561660289,-0.00285246552,-0.00276413738,forceCoeffs-old.dat
145.25,-4.46189801e-05,1.14627428,-0.0056050444,-0.00284714118,-0.00275790322,forceCoeffs-old.dat
145.26,-4.50738101e-05,1.14627606,-0.00559361105,-0.00284187933,-0.00275173171,forceCoeffs-old.dat
145.27,-4.55285458e-05,1.1462777,-0.00558156505,-0.00283631107,-0.00274525398,forceCoeffs-old.dat
145.28,-4.59831875e-05,1.14627946,-0.00556953752,-0.00283075195,-0.00273878557,forceCoeffs-old.dat
145.29,-4.64377245e-05,1.14628119,-0.00555688244,-0.00282487894,-0.0027320035,forceCoeffs-old.dat
145.3,-4.68921616e-05,1.14628286,-0.00554593814,-0.00281986123,-0.00272607691,forceCoeffs-old.dat
145.31,-4.73464765e-05,1.14628487,-0.00553339519,-0.00281404407,-0.00271935112,forceCoeffs-old.dat
145.32,-4.78006608e-05,1.14628738,-0.00551944453,-0.00280752292,-0.0027119216,forceCoeffs-old.dat
145.33,-4.82547235e-05,1.14628823,-0.00550772836,-0.0028021189,-0.00270560946,forceCoeffs-old.dat
145.34,-4.87086557e-05,1.14628926,-0.00549737934,-0.00279739833,-0.00269998102,forceCoeffs-old.dat
