time,Cm,Cd,Cl,Cl_f,Cl_r,source
0.0,4.8034139e-15,9.08895934,-2.26576127e-17,4.7920851e-15,-4.81474271e-15,forceCoeffs-old.dat
0.01,-1.89197099e-06,326.145715,-0.00103206648,-0.00051792521,-0.000514141268,forceCoeffs-old.dat
0.02,-1.65148015e-06,-146.679836,0.000818436718,0.000407566879,0.000410869839,forceCoeffs-old.dat
0.03,-1.28066877e-06,7.33163812,-0.000309771601,-0.000156166469,-0.000153605132,forceCoeffs-old.dat
0.04,-8.46575404e-07,5.07190711,-1.2372868e-05,-7.03300942e-06,-5.33985861e-06,forceCoeffs-old.dat
0.05,-5.13841579e-07,4.9343695,3.21738248e-05,1.55730708e-05,1.6600754e-05,forceCoeffs-old.dat
0.06,-2.8991508e-07,4.52435444,-1.64401692e-06,-1.11192354e-06,-5.3209338e-07,forceCoeffs-old.dat
0.07,-1.46117752e-07,4.15082862,1.41701617e-07,-7.52669432e-08,2.1696856e-07,forceCoeffs-old.dat
0.08,-5.55963967e-08,3.85268605,-7.11074025e-07,-4.11133409e-07,-2.99940616e-07,forceCoeffs-old.dat
0.09,1.27915806e-09,3.61275415,-7.55666554e-07,-3.76554119e-07,-3.79112435e-07,forceCoeffs-old.dat
0.1,3.76171191e-08,3.41569059,-4.31572617e-07,-1.7816919e-07,-2.53403428e-07,forceCoeffs-old.dat
0.11,6.10163502e-08,3.25085869,-1.70042056e-07,-2.40046778e-08,-1.46037378e-07,forceCoeffs-old.dat
0.12,7.60588383e-08,3.11045106,1.67471876e-07,1.59794776e-07,7.67709958e-09,forceCoeffs-old.dat
0.13,8.57482307e-08,2.98891002,-3.2993796e-07,-7.92207493e-08,-2.50717211e-07,forceCoeffs-old.dat
0.14,9.19231573e-08,2.88234116,-4.51269689e-07,-1.33711687e-07,-3.17558002e-07,forceCoeffs-old.dat
0.15,9.57403347e-08,2.78788228,-7.83724874e-08,5.6554091e-08,-1.34926578e-07,forceCoeffs-old.dat
0.16,9.78975397e-08,2.70349406,-1.39996332e-07,2.78993736e-08,-1.67895706e-07,forceCoeffs-old.dat
0.17,9.89739992e-08,2.62745633,-6.15066908e-07,-2.08559455e-07,-4.06507453e-07,forceCoeffs-old.dat
0.18,9.92173558e-08,2.55852926,-4.37296837e-07,-1.19431063e-07,-3.17865774e-07,forceCoeffs-old.dat
0.19,9.88342907e-08,2.49572865,-3.80912975e-07,-9.1622197e-08,-2.89290778e-07,forceCoeffs-old.dat
0.2,9.80099373e-08,2.43825264,-1.03290625e-07,4.6364625e-08,-1.4965525e-07,forceCoeffs-old.dat
0.21,9.68560094e-08,2.38547398,-2.41538944e-08,8.47790622e-08,-1.08932957e-07,forceCoeffs-old.dat
0.22,9.54463863e-08,2.33678445,-4.90395244e-09,9.29944101e-08,-9.78983625e-08,forceCoeffs-old.dat
0.23,9.38843913e-08,2.29166948,1.71609488e-07,1.79689135e-07,-8.07964749e-09,forceCoeffs-old.dat
0.24,9.68334936e-08,2.24976731,2.3110312e-07,2.12385054e-07,1.87180664e-08,forceCoeffs-old.dat
0.25,9.95140739e-08,2.21079061,3.22089878e-07,2.60559013e-07,6.1530865e-08,forceCoeffs-old.dat
0.26,1.00793713e-07,2.17438981,2.60121148e-07,2.30854287e-07,2.9266861e-08,forceCoeffs-old.dat
0.27,1.00705982e-07,2.14041704,6.54298163e-07,4.27855063e-07,2.264431e-07,forceCoeffs-old.dat
0.28,9.95306924e-08,2.10853422,5.20380944e-07,3.59721164e-07,1.6065978e-07,forceCoeffs-old.dat
0.29,9.75770907e-08,2.07856318,4.49527594e-07,3.22340888e-07,1.27186706e-07,forceCoeffs-old.dat
0.3,9.51148666e-08,2.05037013,5.53686417e-07,3.71958075e-07,1.81728342e-07,forceCoeffs-old.dat
0.31,9.23284899e-08,2.02381461,6.87591469e-07,4.36124224e-07,2.51467245e-07,forceCoeffs-old.dat
0.32,8.93404163e-08,1.99874701,7.92992806e-07,4.85836819e-07,3.07155987e-07,forceCoeffs-old.dat
0.33,8.62384386e-08,1.97508691,7.89135556e-07,4.80806217e-07,3.0832934e-07,forceCoeffs-old.dat
0.34,8.30880538e-08,1.95275883,7.53072771e-07,4.59624439e-07,2.93448332e-07,forceCoeffs-old.dat
0.35,7.99357339e-08,1.93153733,7.226732e-07,4.41272334e-07,2.81400866e-07,forceCoeffs-old.dat
0.36,7.68127141e-08,1.91140996,7.16896497e-07,4.35260963e-07,2.81635534e-07,forceCoeffs-old.dat
0.37,7.37416084e-08,1.89230587,7.48914287e-07,4.48198752e-07,3.00715535e-07,forceCoeffs-old.dat
0.38,8.34255014e-08,1.87415048,6.89938954e-07,4.28394978e-07,2.61543975e-07,forceCoeffs-old.dat
0.39,9.48488018e-08,1.85689489,5.91184432e-07,3.90441018e-07,2.00743414e-07,forceCoeffs-old.dat
0.4,1.04829797e-07,1.84044831,4.84057018e-07,3.46858306e-07,1.37198712e-07,forceCoeffs-old.dat
0.41,1.12808492e-07,1.82484172,4.76405206e-07,3.51011096e-07,1.25394111e-07,forceCoeffs-old.dat
0.42,1.18986834e-07,1.80998625,4.73573319e-07,3.55773493e-07,1.17799826e-07,forceCoeffs-old.dat
0.43,1.23712714e-07,1.79575586,4.30401289e-07,3.38913359e-07,9.14879302e-08,forceCoeffs-old.dat
0.44,1.27303138e-07,1.7821756,4.21875386e-07,3.38240831e-07,8.36345557e-08,forceCoeffs-old.dat
0.45,1.30006665e-07,1.76921538,4.94893231e-07,3.77453281e-07,1.1743995e-07,forceCoeffs-old.dat
0.46,1.3200956e-07,1.75683195,4.67036711e-07,3.65527916e-07,1.01508796e-07,forceCoeffs-old.dat
0.47,1.3344827e-07,1.74499277,4.05793369e-07,3.36344955e-07,6.94484139e-08,forceCoeffs-old.dat
0.48,1.34429428e-07,1.73366456,3.74842401e-07,3.21850629e-07,5.2991772e-08,forceCoeffs-old.dat
0.49,1.35037612e-07,1.72283484,3.94055633e-07,3.32065428e-07,6.19902049e-08,forceCoeffs-old.dat
0.5,1.35334954e-07,1.71246067,3.72003891e-07,3.213369e-07,5.06669914e-08,forceCoeffs-old.dat
0.51,1.35375541e-07,1.70258862,3.68411579e-07,3.1958133e-07,4.88302489e-08,forceCoeffs-old.dat
0.52,1.35200501e-07,1.69310909,3.45699528e-07,3.08050265e-07,3.76492635e-08,forceCoeffs-old.dat
0.53,1.34844993e-07,1.68399386,3.07444802e-07,2.88567394e-07,1.88774078e-08,forceCoeffs-old.dat
0.54,1.34338099e-07,1.67525341,2.77974695e-07,2.73325447e-07,4.64924808e-09,forceCoeffs-old.dat
0.55,1.33704318e-07,1.66688735,2.56507536e-07,2.61958087e-07,-5.45055025e-09,forceCoeffs-old.dat
0.56,1.32964498e-07,1.65886461,2.40821014e-07,2.53375005e-07,-1.25539914e-08,forceCoeffs-old.dat
0.57,1.32136266e-07,1.65117889,2.1746872e-07,2.40870626e-07,-2.34019064e-08,forceCoeffs-old.dat
0.58,1.31234803e-07,1.64380665,1.99334924e-07,2.30902265e-07,-3.15673409e-08,forceCoeffs-old.dat
0.59,1.30272926e-07,1.63672998,1.86835356e-07,2.23690604e-07,-3.68552484e-08,forceCoeffs-old.dat
0.6,1.29261101e-07,1.62993781,1.4706366e-07,2.02792931e-07,-5.5729271e-08,forceCoeffs-old.dat
0.61,1.28209268e-07,1.62343089,1.73044775e-07,2.14731656e-07,-4.16868811e-08,forceCoeffs-old.dat
0.62,1.27127678e-07,1.61716003,1.85596143e-07,2.19925749e-07,-3.43296063e-08,forceCoeffs-old.dat
0.63,1.26016312e-07,1.61117855,1.02184117e-07,1.7710837e-07,-7.49242535e-08,forceCoeffs-old.dat
0.64,1.24884005e-07,1.60546841,7.49147922e-08,1.62341401e-07,-8.74266092e-08,forceCoeffs-old.dat
0.65,1.23738453e-07,1.59997052,6.43406407e-08,1.55908773e-07,-9.15681324e-08,forceCoeffs-old.dat
0.66,1.22587928e-07,1.59465747,1.5865815e-09,1.23381219e-07,-1.21794638e-07,forceCoeffs-old.dat
0.67,1.21432292e-07,1.58956569,-3.02082623e-08,1.06328161e-07,-1.36536423e-07,forceCoeffs-old.dat
0.68,1.20271679e-07,1.58468267,-4.23406306e-08,9.91013632e-08,-1.41441994e-07,forceCoeffs-old.dat
0.69,1.19112686e-07,1.58001018,-5.94682022e-08,8.93785852e-08,-1.48846787e-07,forceCoeffs-old.dat
0.7,1.1795911e-07,1.57551962,-8.26746749e-08,7.6621773e-08,-1.59296448e-07,forceCoeffs-old.dat
0.71,1.168031e-07,1.57120812,-7.79474816e-08,7.78293588e-08,-1.5577684e-07,forceCoeffs-old.dat
0.72,1.15662066e-07,1.56708165,-1.11158758e-07,6.00826869e-08,-1.71241445e-07,forceCoeffs-old.dat
0.73,1.14521833e-07,1.56312257,-7.30598559e-08,7.79919055e-08,-1.51051761e-07,forceCoeffs-old.dat
0.74,1.1340166e-07,1.5593169,-8.86695035e-08,6.90669084e-08,-1.57736412e-07,forceCoeffs-old.dat
0.75,1.12295169e-07,1.55567879,-1.02300676e-07,6.11448314e-08,-1.63445507e-07,forceCoeffs-old.dat
0.76,1.11190557e-07,1.55218853,-1.87880601e-07,1.72502562e-08,-2.05130858e-07,forceCoeffs-old.dat
0.77,1.10119456e-07,1.54885346,-1.91484588e-07,1.43771615e-08,-2.0586175e-07,forceCoeffs-old.dat
0.78,1.09050093e-07,1.5456432,-1.95339981e-07,1.13801022e-08,-2.06720084e-07,forceCoeffs-old.dat
0.79,1.07995886e-07,1.54256853,-2.50358324e-07,-1.71832763e-08,-2.33175048e-07,forceCoeffs-old.dat
0.8,1.06968031e-07,1.53964878,-2.74081487e-07,-3.00727124e-08,-2.44008775e-07,forceCoeffs-old.dat
0.81,1.05945123e-07,1.53683517,-3.24202067e-07,-5.61559106e-08,-2.68046156e-07,forceCoeffs-old.dat
0.82,1.04934995e-07,1.53415674,-3.42889207e-07,-6.65096081e-08,-2.76379599e-07,forceCoeffs-old.dat
0.83,1.03950581e-07,1.53160211,-3.25874516e-07,-5.89866774e-08,-2.66887839e-07,forceCoeffs-old.dat
0.84,1.02976017e-07,1.52916446,-3.614963e-07,-7.77721325e-08,-2.83724167e-07,forceCoeffs-old.dat
0.85,1.02009329e-07,1.52680793,-4.18926286e-07,-1.07453814e-07,-3.11472473e-07,forceCoeffs-old.dat
0.86,1.01061607e-07,1.5245712,-4.24104094e-07,-1.1099044e-07,-3.13113654e-07,forceCoeffs-old.dat
0.87,1.00132745e-07,1.52243755,-4.5223522e-07,-1.25984865e-07,-3.26250356e-07,forceCoeffs-old.dat
0.88,9.92182866e-08,1.52040148,-4.60794667e-07,-1.31179047e-07,-3.2961562e-07,forceCoeffs-old.dat
0.89,9.83172075e-08,1.51846276,-4.18258671e-07,-1.10812128e-07,-3.07446543e-07,forceCoeffs-old.dat
0.9,9.74372121e-08,1.5166147,-3.3528085e-07,-7.02032128e-08,-2.65077637e-07,forceCoeffs-old.dat
0.91,9.65743939e-08,1.5148552,-4.20933116e-07,-1.13892164e-07,-3.07040952e-07,forceCoeffs-old.dat
0.92,9.57272551e-08,1.51318066,-4.25687572e-07,-1.17116531e-07,-3.08571041e-07,forceCoeffs-old.dat
0.93,9.489246e-08,1.5115963,-4.43206754e-07,-1.26710917e-07,-3.16495837e-07,forceCoeffs-old.dat
0.94,9.40707621e-08,1.51009548,-4.61324891e-07,-1.36591683e-07,-3.24733208e-07,forceCoeffs-old.dat
0.95,9.32643594e-08,1.50866632,-4.70316173e-07,-1.41893727e-07,-3.28422446e-07,forceCoeffs-old.dat
0.96,9.24740923e-08,1.50732171,-5.08441848e-07,-1.61746831e-07,-3.46695016e-07,forceCoeffs-old.dat
0.97,9.16990323e-08,1.50604381,-4.98852659e-07,-1.57727297e-07,-3.41125362e-07,forceCoeffs-old.dat
0.98,9.09377093e-08,1.50483008,-5.40154829e-07,-1.79139705e-07,-3.61015124e-07,forceCoeffs-old.dat
0.99,9.01915783e-08,1.50370004,-5.58498852e-07,-1.89057848e-07,-3.69441004e-07,forceCoeffs-old.dat
1.0,8.94628087e-08,1.50263544,-5.60614312e-07,-1.90844348e-07,-3.69769965e-07,forceCoeffs-old.dat
1.01,8.87534402e-08,1.5016313,-5.76842852e-07,-1.99667986e-07,-3.77174866e-07,forceCoeffs-old.dat
1.02,8.80576805e-08,1.50068276,-5.77101163e-07,-2.00492901e-07,-3.76608262e-07,forceCoeffs-old.dat
1.03,8.73768393e-08,1.4997949,-5.85499021e-07,-2.05372671e-07,-3.8012635e-07,forceCoeffs-old.dat
1.04,8.67120427e-08,1.49897387,-6.33897335e-07,-2.30236625e-07,-4.0366071e-07,forceCoeffs-old.dat
1.05,8.60616765e-08,1.49821041,-6.27132014e-07,-2.27504331e-07,-3.99627684e-07,forceCoeffs-old.dat
1.06,8.54243586e-08,1.49750244,-6.38767034e-07,-2.33959158e-07,-4.04807876e-07,forceCoeffs-old.dat
1.07,8.4799484e-08,1.49684445,-6.50945976e-07,-2.40673504e-07,-4.10272472e-07,forceCoeffs-old.dat
1.08,8.41852112e-08,1.49622008,-7.18045041e-07,-2.74837309e-07,-4.43207732e-07,forceCoeffs-old.dat
1.09,8.35825093e-08,1.49566336,-7.22561257e-07,-2.77698119e-07,-4.44863138e-07,forceCoeffs-old.dat
1.1,8.29909392e-08,1.49515818,-7.34279882e-07,-2.84149002e-07,-4.5013088e-07,forceCoeffs-old.dat
1.11,8.24102801e-08,1.49469898,-7.40162889e-07,-2.87671164e-07,-4.52491725e-07,forceCoeffs-old.dat
1.12,8.18404125e-08,1.49427435,-7.69403675e-07,-3.02861425e-07,-4.6654225e-07,forceCoeffs-old.dat
1.13,8.12808732e-08,1.49389983,-7.93593582e-07,-3.15515918e-07,-4.78077664e-07,forceCoeffs-old.dat
1.14,8.07311934e-08,1.49356841,-8.06651738e-07,-3.22594675e-07,-4.84057062e-07,forceCoeffs-old.dat
1.15,8.01909481e-08,1.49327872,-7.98461471e-07,-3.19039787e-07,-4.79421683e-07,forceCoeffs-old.dat
1.16,7.96601158e-08,1.49302547,-8.28421975e-07,-3.34550872e-07,-4.93871103e-07,forceCoeffs-old.dat
1.17,7.91386746e-08,1.49280706,-8.3420676e-07,-3.37964705e-07,-4.96242054e-07,forceCoeffs-old.dat
1.18,7.86268287e-08,1.49263281,-8.65801602e-07,-3.54273972e-07,-5.1152763e-07,forceCoeffs-old.dat
1.19,7.81251074e-08,1.49248664,-8.61949668e-07,-3.52849727e-07,-5.09099941e-07,forceCoeffs-old.dat
1.2,7.7633568e-08,1.49237803,-8.86046908e-07,-3.65389886e-07,-5.20657022e-07,forceCoeffs-old.dat
1.21,7.71521477e-08,1.492304,-8.87800425e-07,-3.66748065e-07,-5.2105236e-07,forceCoeffs-old.dat
1.22,7.66805858e-08,1.49225751,-9.21369823e-07,-3.84004326e-07,-5.37365497e-07,forceCoeffs-old.dat
1.23,7.62186048e-08,1.49223825,-9.24678807e-07,-3.86120799e-07,-5.38558008e-07,forceCoeffs-old.dat
1.24,7.57653422e-08,1.49225526,-9.52553837e-07,-4.00511576e-07,-5.5204226e-07,forceCoeffs-old.dat
1.25,7.53204235e-08,1.49229897,-9.56615073e-07,-4.02987113e-07,-5.5362796e-07,forceCoeffs-old.dat
1.26,7.48840773e-08,1.49237568,-9.75802293e-07,-4.13017069e-07,-5.62785224e-07,forceCoeffs-old.dat
1.27,7.44557797e-08,1.49248188,-9.8269828e-07,-4.1689336e-07,-5.6580492e-07,forceCoeffs-old.dat
1.28,7.40347765e-08,1.49260207,-9.93153728e-07,-4.22542087e-07,-5.7061164e-07,forceCoeffs-old.dat
1.29,7.36208898e-08,1.49275347,-1.01039927e-06,-4.31578748e-07,-5.78820527e-07,forceCoeffs-old.dat
1.3,7.32137888e-08,1.49292677,-1.02190352e-06,-4.37737973e-07,-5.84165551e-07,forceCoeffs-old.dat
1.31,7.28133167e-08,1.49312618,-1.03388538e-06,-4.44129374e-07,-5.89756007e-07,forceCoeffs-old.dat
1.32,7.24193221e-08,1.49334169,-1.04989635e-06,-4.52528851e-07,-5.97367496e-07,forceCoeffs-old.dat
1.33,7.20313502e-08,1.49358231,-1.06672634e-06,-4.61331822e-07,-6.05394522e-07,forceCoeffs-old.dat
1.34,7.16492607e-08,1.49384158,-1.0764116e-06,-4.66556537e-07,-6.09855058e-07,forceCoeffs-old.dat
1.35,7.12727008e-08,1.49411839,-1.12654255e-06,-4.91998573e-07,-6.34543974e-07,forceCoeffs-old.dat
1.36,7.09017638e-08,1.49443001,-1.1213857e-06,-4.89791084e-07,-6.31594612e-07,forceCoeffs-old.dat
1.37,7.0536385e-08,1.49475194,-1.13100919e-06,-4.94968209e-07,-6.36040979e-07,forceCoeffs-old.dat
1.38,7.01761629e-08,1.49509078,-1.14413916e-06,-5.01893416e-07,-6.42245741e-07,forceCoeffs-old.dat
1.39,6.98214296e-08,1.49544264,-1.15181682e-06,-5.06086981e-07,-6.45729841e-07,forceCoeffs-old.dat
1.4,6.94718592e-08,1.49581192,-1.17826373e-06,-5.19660007e-07,-6.58603725e-07,forceCoeffs-old.dat
1.41,6.91273625e-08,1.49620078,-1.19767856e-06,-5.29711916e-07,-6.67966641e-07,forceCoeffs-old.dat
1.42,6.87878019e-08,1.49659194,-1.21416021e-06,-5.38292306e-07,-6.75867909e-07,forceCoeffs-old.dat
1.43,6.8453125e-08,1.49700869,-1.22566319e-06,-5.44378471e-07,-6.81284722e-07,forceCoeffs-old.dat
1.44,6.81232142e-08,1.49743647,-1.26071764e-06,-5.62235604e-07,-6.98482032e-07,forceCoeffs-old.dat
1.45,6.77983924e-08,1.49787958,-1.2540507e-06,-5.59226956e-07,-6.94823741e-07,forceCoeffs-old.dat
1.46,6.74783841e-08,1.49832959,-1.26005769e-06,-5.6255046e-07,-6.97507228e-07,forceCoeffs-old.dat
1.47,6.71629517e-08,1.49879622,-1.30086011e-06,-5.83267105e-07,-7.17593008e-07,forceCoeffs-old.dat
1.48,6.68523374e-08,1.49927461,-1.31596263e-06,-5.91128977e-07,-7.24833652e-07,forceCoeffs-old.dat
1.49,6.65462905e-08,1.49976765,-1.32714092e-06,-5.97024169e-07,-7.3011675e-07,forceCoeffs-old.dat
1.5,6.62444935e-08,1.50027516,-1.32820382e-06,-5.97857418e-07,-7.30346405e-07,forceCoeffs-old.dat
1.51,6.59466927e-08,1.500771,-1.34985092e-06,-6.08978769e-07,-7.40872155e-07,forceCoeffs-old.dat
1.52,6.56531456e-08,1.50128739,-1.36430657e-06,-6.16500137e-07,-7.47806428e-07,forceCoeffs-old.dat
1.53,6.53635631e-08,1.50181364,-1.38959388e-06,-6.29433378e-07,-7.60160504e-07,forceCoeffs-old.dat
1.54,6.50777852e-08,1.50235156,-1.4111355e-06,-6.40489966e-07,-7.70645536e-07,forceCoeffs-old.dat
1.55,6.47958393e-08,1.50289015,-1.41060653e-06,-6.40507425e-07,-7.70099103e-07,forceCoeffs-old.dat
1.56,6.45173555e-08,1.50343676,-1.42927309e-06,-6.50119191e-07,-7.79153902e-07,forceCoeffs-old.dat
1.57,6.42425216e-08,1.50398985,-1.44899192e-06,-6.60253438e-07,-7.88738481e-07,forceCoeffs-old.dat
1.58,6.39714339e-08,1.50454886,-1.45495654e-06,-6.63506838e-07,-7.91449706e-07,forceCoeffs-old.dat
1.59,6.37037137e-08,1.50512648,-1.48886061e-06,-6.8072659e-07,-8.08134018e-07,forceCoeffs-old.dat
1.6,6.34393256e-08,1.50569449,-1.51196839e-06,-6.9254487e-07,-8.19423521e-07,forceCoeffs-old.dat
1.61,6.31783184e-08,1.50628324,-1.52672154e-06,-7.00182453e-07,-8.26539089e-07,forceCoeffs-old.dat
1.62,6.29199664e-08,1.50686831,-1.51106629e-06,-6.92613177e-07,-8.1845311e-07,forceCoeffs-old.dat
1.63,6.26643905e-08,1.50745531,-1.53722552e-06,-7.05948371e-07,-8.31277152e-07,forceCoeffs-old.dat
1.64,6.24119023e-08,1.50804508,-1.55760034e-06,-7.16388269e-07,-8.41212074e-07,forceCoeffs-old.dat
1.65,6.21624791e-08,1.50864496,-1.58325397e-06,-7.29464507e-07,-8.53789465e-07,forceCoeffs-old.dat
1.66,6.19159482e-08,1.509242,-1.58954711e-06,-7.32857606e-07,-8.56689503e-07,forceCoeffs-old.dat
1.67,6.16719567e-08,1.50984417,-1.61236495e-06,-7.44510517e-07,-8.6785443e-07,forceCoeffs-old.dat
1.68,6.14310037e-08,1.51044797,-1.62072556e-06,-7.48931778e-07,-8.71793785e-07,forceCoeffs-old.dat
1.69,6.11929312e-08,1.51105372,-1.63996623e-06,-7.58790182e-07,-8.81176045e-07,forceCoeffs-old.dat
1.7,6.09579409e-08,1.51166232,-1.67046126e-06,-7.74272689e-07,-8.9618857e-07,forceCoeffs-old.dat
1.71,6.07258188e-08,1.51227836,-1.686319e-06,-7.82433682e-07,-9.03885319e-07,forceCoeffs-old.dat
1.72,6.04961052e-08,1.51289317,-1.70215998e-06,-7.90583885e-07,-9.11576095e-07,forceCoeffs-old.dat
1.73,6.02690339e-08,1.51351423,-1.72524371e-06,-8.02352821e-07,-9.22890889e-07,forceCoeffs-old.dat
1.74,6.0044396e-08,1.51412684,-1.7281089e-06,-8.04010056e-07,-9.24098848e-07,forceCoeffs-old.dat
1.75,5.9822194e-08,1.51473959,-1.74002149e-06,-8.10188552e-07,-9.2983294e-07,forceCoeffs-old.dat
1.76,5.96025022e-08,1.51535426,-1.76112104e-06,-8.20958018e-07,-9.40163022e-07,forceCoeffs-old.dat
1.77,5.93853324e-08,1.51597041,-1.77701318e-06,-8.2912126e-07,-9.47891924e-07,forceCoeffs-old.dat
1.78,5.91706009e-08,1.51658552,-1.79031983e-06,-8.35989315e-07,-9.54330516e-07,forceCoeffs-old.dat
1.79,5.89582509e-08,1.51720125,-1.79395615e-06,-8.38019826e-07,-9.55936328e-07,forceCoeffs-old.dat
1.8,5.87482665e-08,1.51781268,-1.84757007e-06,-8.65036769e-07,-9.82533302e-07,forceCoeffs-old.dat
1.81,5.85408023e-08,1.51843202,-1.85294895e-06,-8.67933675e-07,-9.85015279e-07,forceCoeffs-old.dat
1.82,5.83356273e-08,1.51904854,-1.84952406e-06,-8.66426403e-07,-9.83097658e-07,forceCoeffs-old.dat
1.83,5.81327625e-08,1.51965555,-1.86912328e-06,-8.76428877e-07,-9.92694402e-07,forceCoeffs-old.dat
1.84,5.7932138e-08,1.52026863,-1.8981933e-06,-8.91164513e-07,-1.00702879e-06,forceCoeffs-old.dat
1.85,5.77334934e-08,1.52087187,-1.89948388e-06,-8.92008446e-07,-1.00747543e-06,forceCoeffs-old.dat
1.86,5.75370236e-08,1.52148392,-1.9111308e-06,-8.98028375e-07,-1.01310242e-06,forceCoeffs-old.dat
1.87,5.73427533e-08,1.52208975,-1.94461718e-06,-9.14965835e-07,-1.02965134e-06,forceCoeffs-old.dat
1.88,5.71503356e-08,1.52269304,-1.94593476e-06,-9.15817047e-07,-1.03011772e-06,forceCoeffs-old.dat
1.89,5.69600035e-08,1.52329103,-1.96668748e-06,-9.26383735e-07,-1.04030374e-06,forceCoeffs-old.dat
1.9,5.67721166e-08,1.52389215,-1.9751337e-06,-9.30794732e-07,-1.04433897e-06,forceCoeffs-old.dat
1.91,5.65862371e-08,1.52447917,-1.99812065e-06,-9.42474087e-07,-1.05564656e-06,forceCoeffs-old.dat
1.92,5.64026874e-08,1.52507249,-2.01642892e-06,-9.51811771e-07,-1.06461715e-06,forceCoeffs-old.dat
1.93,5.62212865e-08,1.52566002,-2.02860603e-06,-9.58081728e-07,-1.0705243e-06,forceCoeffs-old.dat
1.94,5.60419215e-08,1.5262404,-2.0412297e-06,-9.6457293e-07,-1.07665677e-06,forceCoeffs-old.dat
1.95,5.58645421e-08,1.52682143,-2.05735081e-06,-9.72810865e-07,-1.08453995e-06,forceCoeffs-old.dat
1.96,5.56891901e-08,1.52739681,-2.05866502e-06,-9.73643321e-07,-1.0850217e-06,forceCoeffs-old.dat
1.97,5.55156668e-08,1.52797452,-2.09089034e-06,-9.89929503e-07,-1.10096084e-06,forceCoeffs-old.dat
1.98,5.53437865e-08,1.52854249,-2.10696151e-06,-9.98136967e-07,-1.10882454e-06,forceCoeffs-old.dat
1.99,5.51739207e-08,1.52910858,-2.11799359e-06,-1.00382287e-06,-1.11417071e-06,forceCoeffs-old.dat
2.0,5.50059939e-08,1.52966804,-2.11797824e-06,-1.00398313e-06,-1.11399511e-06,forceCoeffs-old.dat
2.01,5.48399702e-08,1.53023658,-2.13784363e-06,-1.01408184e-06,-1.12376178e-06,forceCoeffs-old.dat
2.02,5.46757217e-08,1.5307726,-2.16107068e-06,-1.02585962e-06,-1.13521106e-06,forceCoeffs-old.dat
2.03,5.45138442e-08,1.53132688,-2.1903298e-06,-1.04065105e-06,-1.14967874e-06,forceCoeffs-old.dat
2.04,5.43537948e-08,1.53187617,-2.18367143e-06,-1.03748192e-06,-1.14618951e-06,forceCoeffs-old.dat
2.05,5.41955189e-08,1.53241392,-2.19984139e-06,-1.04572518e-06,-1.15411621e-06,forceCoeffs-old.dat
2.06,5.4039062e-08,1.53294513,-2.22718106e-06,-1.05955147e-06,-1.16762959e-06,forceCoeffs-old.dat
2.07,5.38848616e-08,1.53347172,-2.23761284e-06,-1.06492156e-06,-1.17269128e-06,forceCoeffs-old.dat
2.08,5.37326074e-08,1.53399799,-2.23495573e-06,-1.06374526e-06,-1.17121047e-06,forceCoeffs-old.dat
2.09,5.35819287e-08,1.53451572,-2.26092007e-06,-1.07687811e-06,-1.18404196e-06,forceCoeffs-old.dat
2.1,5.34331618e-08,1.53502912,-2.26920965e-06,-1.08117166e-06,-1.18803799e-06,forceCoeffs-old.dat
2.11,5.32865011e-08,1.53554529,-2.28236941e-06,-1.0878982e-06,-1.19447121e-06,forceCoeffs-old.dat
2.12,5.3141673e-08,1.5360394,-2.28977645e-06,-1.09174655e-06,-1.1980299e-06,forceCoeffs-old.dat
2.13,5.29987223e-08,1.53653791,-2.32318258e-06,-1.10859257e-06,-1.21459001e-06,forceCoeffs-old.dat
2.14,5.28577514e-08,1.53703433,-2.3265993e-06,-1.1104419e-06,-1.2161574e-06,forceCoeffs-old.dat
2.15,5.27187391e-08,1.53751005,-2.34754879e-06,-1.12105566e-06,-1.22649314e-06,forceCoeffs-old.dat
2.16,5.25815985e-08,1.53799038,-2.35388527e-06,-1.12436104e-06,-1.22952423e-06,forceCoeffs-old.dat
2.17,5.24466018e-08,1.53846351,-2.38996747e-06,-1.14253713e-06,-1.24743034e-06,forceCoeffs-old.dat
2.18,5.23135963e-08,1.5389404,-2.37455586e-06,-1.13496433e-06,-1.23959152e-06,forceCoeffs-old.dat
2.19,5.21822719e-08,1.53939851,-2.39175758e-06,-1.14369652e-06,-1.24806106e-06,forceCoeffs-old.dat
2.2,5.20527584e-08,1.53985517,-2.40702748e-06,-1.15146098e-06,-1.2555665e-06,forceCoeffs-old.dat
2.21,5.19251285e-08,1.54030796,-2.42268004e-06,-1.15941489e-06,-1.26326515e-06,forceCoeffs-old.dat
2.22,5.17992852e-08,1.54074977,-2.43147561e-06,-1.16393852e-06,-1.26753709e-06,forceCoeffs-old.dat
2.23,5.1675183e-08,1.5411881,-2.4437601e-06,-1.17020487e-06,-1.27355523e-06,forceCoeffs-old.dat
2.24,5.15529089e-08,1.54162393,-2.45962821e-06,-1.1782612e-06,-1.28136701e-06,forceCoeffs-old.dat
2.25,5.14325341e-08,1.54204672,-2.47624005e-06,-1.18668749e-06,-1.28955256e-06,forceCoeffs-old.dat
2.26,5.13144151e-08,1.54246062,-2.49197954e-06,-1.19467536e-06,-1.29730419e-06,forceCoeffs-old.dat
2.27,5.11981906e-08,1.54287872,-2.50089709e-06,-1.19925035e-06,-1.30164674e-06,forceCoeffs-old.dat
